ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	dPSI	event_id	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd
3086	AT1G75180		chr1	-	28216740.0	28216786.0	28215840.0	28216380.0	28217194.0	28218008.0	3086	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0	58,103,59,24,56,41,45,52,31,49,18,14,35,0,19,3,41,40,0,7,85,47,59,58,39,67,11,16	0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	47,102,109,73,51,83,126,83,92,77,12,18,35,16,24,20,71,8,38,9,128,71,302,69,10,37,107,31	95	49	1.0	1.0	0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.128,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0	0.004	SE	0.004	SE_chr1_-_28216740-28216786-28215840-28216380-28217194-28218008												
3087	AT5G03430		chr5	-	850600.0	850651.0	850421.0	850502.0	850765.0	850862.0	3087	28,56,33,6,29,7,20,19,12,27,28,23,18,0,16,8,27,79,0,27,18,22,29,6,23,23,29,29	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	33,56,54,33,37,27,71,55,52,23,8,24,24,19,21,19,35,2,7,3,29,59,88,39,2,17,50,14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,0.778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.009	SE	-0.009	SE_chr5_-_850600-850651-850421-850502-850765-850862												
3088	AT1G15180	DTX13	chr1	+	5225613.0	5225670.0	5225447.0	5225534.0	5225765.0	5226004.0	3088	101,140,53,31,95,40,30,66,45,30,80,85,46,9,75,32,49,146,25,94,53,33,41,34,73,86,45,73	0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	39,82,43,55,78,76,52,119,45,42,30,94,27,27,70,26,71,41,11,16,83,104,260,75,8,106,217,42	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	98	49	1.0	1.0	1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973,1.0	-0.002	SE	-0.002	SE_chr1_+_5225613-5225670-5225447-5225534-5225765-5226004												
3089	AT5G53300	UBC10	chr5	-	21633213.0	21633318.0	21632447.0	21632945.0	21633919.0	21633999.0	3089	7579,15557,7599,3695,7076,5795,5012,7682,3904,6204,5799,4999,6458,1464,6036,4436,9062,12686,685,8482,10791,5706,7403,5761,10762,13998,7078,7224	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7980,15875,12140,10068,10176,10936,17586,12560,16452,10741,4053,5896,5263,4107,6481,4411,10588,3474,4502,3217,16367,16883,33900,14274,2041,9695,27265,7514	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.0	SE	0.0	SE_chr5_-_21633213-21633318-21632447-21632945-21633919-21633999												
3090	AT5G53300	UBC10	chr5	-	21633434.0	21633562.0	21632924.0	21633318.0	21633919.0	21633999.0	3090	12205,23379,11081,5980,10220,9195,8033,11088,5774,9570,10830,8665,10398,2857,9184,9344,14633,21314,1077,15552,16266,8641,10256,8590,16125,22242,13378,11283	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	13738,26580,19001,17768,16300,19039,28567,21133,28995,16272,7328,9539,8591,7570,9937,7284,18050,4508,7105,4799,28416,27939,60867,22458,2528,15948,44992,9772	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.0	SE	0.0	SE_chr5_-_21633434-21633562-21632924-21633318-21633919-21633999												
3093	AT5G38530	TSBtype2	chr5	+	15424834.0	15425051.0	15424275.0	15424618.0	15425150.0	15425688.0	3093	102,284,97,44,105,106,71,188,78,87,49,49,92,30,68,25,105,348,24,149,122,73,64,73,136,134,64,58	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	170,222,173,225,243,261,333,352,203,187,60,67,73,43,120,159,148,92,77,52,211,170,365,162,51,63,249,119	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0	0.002	SE	0.002	SE_chr5_+_15424834-15425051-15424275-15424618-15425150-15425688												
3094	AT3G59360	UTR6	chr3	-	21938343.0	21938421.0	21937767.0	21937872.0	21938888.0	21938945.0	3094	118,269,103,48,125,68,66,118,55,79,74,77,76,2,58,62,100,161,12,93,140,98,70,75,155,177,98,95	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	172,221,249,171,201,232,256,200,261,175,70,76,102,58,111,50,105,68,70,29,200,201,455,146,19,43,350,52	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.001	SE	0.001	SE_chr3_-_21938343-21938421-21937767-21937872-21938888-21938945												
3095	AT3G59360	UTR6	chr3	-	21938888.0	21938945.0	21938343.0	21938421.0	21939237.0	21939354.0	3095	106,213,85,58,108,73,59,104,49,69,57,64,70,0,38,66,83,138,13,97,117,85,61,72,142,150,80,81	0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	135,176,221,138,151,173,205,153,188,132,53,57,85,43,78,39,95,60,43,25,174,178,334,116,13,39,281,53	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.896,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.004	SE	-0.004	SE_chr3_-_21938888-21938945-21938343-21938421-21939237-21939354												
3096	AT1G18460		chr1	+	6354724.0	6354777.0	6354587.0	6354644.0	6354869.0	6354945.0	3096	52,122,58,22,60,45,42,58,31,58,18,17,36,9,28,6,43,98,7,45,46,50,53,44,81,118,26,27	0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0	60,85,154,97,90,94,159,106,125,128,20,32,82,8,46,45,93,16,27,21,67,84,211,56,13,31,84,25	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.006	SE	-0.006	SE_chr1_+_6354724-6354777-6354587-6354644-6354869-6354945												
3097	AT1G18460		chr1	+	6354724.0	6354777.0	6354587.0	6354644.0	6355025.0	6356113.0	3097	22,48,18,2,16,28,15,11,13,14,5,10,14,5,12,0,12,20,0,22,11,18,15,11,19,34,9,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	18,20,44,38,19,36,54,32,60,49,9,13,17,4,15,15,13,5,11,4,32,20,54,21,13,9,25,13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,0.882,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.005	SE	-0.005	SE_chr1_+_6354724-6354777-6354587-6354644-6355025-6356113												
3098	AT1G18460		chr1	+	6354869.0	6354945.0	6354587.0	6354644.0	6355025.0	6356113.0	3098	29,81,33,26,44,32,32,47,18,38,14,16,24,8,28,2,25,88,6,29,74,46,47,39,48,101,8,17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	37,49,115,69,61,53,117,59,58,67,24,21,44,13,29,23,91,10,11,13,49,54,91,38,3,18,49,14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.959,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr1_+_6354869-6354945-6354587-6354644-6355025-6356113												
3099	AT1G18460		chr1	+	6354869.0	6354945.0	6354724.0	6354777.0	6355025.0	6356113.0	3099	60,156,73,46,89,54,59,95,38,83,27,24,46,12,41,10,56,174,13,63,109,78,85,74,108,185,27,42	0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0	79,116,230,129,132,111,223,133,123,148,35,40,109,17,60,53,175,22,27,30,84,117,248,75,3,40,108,26	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.006	SE	-0.006	SE_chr1_+_6354869-6354945-6354724-6354777-6355025-6356113												
3100	AT1G74790	HIPL1	chr1	+	28099458.0	28100244.0	28099093.0	28099251.0	28100658.0	28100837.0	3100	57,137,114,23,65,20,66,113,18,92,16,51,98,3,58,5,72,266,18,146,116,73,51,52,70,142,26,69	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	55,117,154,57,82,39,184,128,86,98,15,52,50,21,32,8,146,40,25,6,98,154,386,127,5,111,287,68	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0	0.0	SE	0.0	SE_chr1_+_28099458-28100244-28099093-28099251-28100658-28100837												
3101	AT1G74790	HIPL1	chr1	+	28100329.0	28100543.0	28099458.0	28100244.0	28100658.0	28100837.0	3101	103,295,214,30,160,48,143,189,49,149,43,111,128,3,128,7,176,371,20,174,149,102,104,99,112,258,86,144	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	110,199,282,108,208,121,362,216,105,189,31,82,98,20,58,58,326,87,58,31,215,326,911,246,48,167,528,265	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,8,0	98	49	1.0	1.0	1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994,0.991,1.0,1.0,0.977,0.971,1.0	0.002	SE	0.002	SE_chr1_+_28100329-28100543-28099458-28100244-28100658-28100837												
3102	AT5G58290	RPT3	chr5	+	23570574.0	23570658.0	23570296.0	23570449.0	23570981.0	23571854.0	3102	413,1039,545,211,430,393,381,506,246,432,260,407,493,66,344,118,595,755,19,675,546,384,371,337,555,791,270,309	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	520,911,1006,775,754,878,1291,919,1003,725,194,407,435,190,481,392,788,262,356,220,832,676,1790,527,142,281,1358,348	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0	0.0	SE	0.0	SE_chr5_+_23570574-23570658-23570296-23570449-23570981-23571854												
3103	AT1G17220	FUG1	chr1	+	5887045.0	5887078.0	5885006.0	5886924.0	5887260.0	5887374.0	3103	111,192,132,14,101,37,63,115,30,92,38,44,94,0,81,10,98,107,9,121,58,74,77,58,45,95,21,37	0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	49,68,122,34,44,30,101,60,52,65,19,67,52,11,26,10,85,13,27,7,76,139,226,108,37,53,158,36	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	82	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.002	SE	-0.002	SE_chr1_+_5887045-5887078-5885006-5886924-5887260-5887374												
3104	AT1G17220	FUG1	chr1	+	5887260.0	5887374.0	5887045.0	5887078.0	5887543.0	5887693.0	3104	152,245,199,23,157,58,94,190,46,125,74,79,178,6,149,38,162,238,9,240,91,83,96,82,70,159,57,102	0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	80,117,159,32,69,51,146,79,83,87,47,173,78,13,48,24,148,40,33,20,103,187,299,128,29,98,281,59	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr1_+_5887260-5887374-5887045-5887078-5887543-5887693												
3105	AT5G21160		chr5	-	7202120.0	7202192.0	7201583.0	7201766.0	7202306.0	7202397.0	3105	84,242,104,40,102,65,77,89,59,123,53,131,101,16,114,63,176,175,17,298,148,119,117,92,147,212,86,143	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	124,203,221,113,125,172,244,265,198,184,45,126,106,54,106,51,199,70,66,32,172,162,356,148,55,67,366,102	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.001	SE	0.001	SE_chr5_-_7202120-7202192-7201583-7201766-7202306-7202397												
3106	AT5G06350		chr5	+	1940491.0	1940552.0	1939982.0	1940126.0	1940928.0	1941242.0	3106	30,43,13,20,23,9,14,15,23,12,7,7,15,0,6,1,13,28,0,20,15,19,11,16,24,57,14,7	1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0	19,28,32,25,33,45,63,34,43,41,7,4,9,8,19,8,43,3,10,2,22,28,44,21,16,15,21,17	0,0,0,2,0,4,0,1,3,0,0,2,0,0,0,0,7,0,1,4,5,0,0,0,0,0,0,0	98	49	1.0	1.0	0.937,0.915,1.0,1.0,1.0,1.0,1.0,0.882,1.0,1.0,1.0,1.0,0.789,NA,1.0,1.0,0.619,1.0,NA,1.0,1.0,1.0,0.579,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.862,1.0,0.849,1.0,0.944,0.878,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.754,1.0,0.833,0.2,0.687,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.04	SE	0.04	SE_chr5_+_1940491-1940552-1939982-1940126-1940928-1941242												
3107	AT1G45332	MEFG1	chr1	-	17174356.0	17174395.0	17174190.0	17174251.0	17174607.0	17174674.0	3107	19,50,40,9,28,21,16,27,19,16,10,4,22,0,16,6,23,18,0,25,56,28,18,18,31,42,4,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	29,68,71,58,35,50,111,60,65,67,7,9,19,8,22,33,27,8,12,7,71,60,143,23,7,16,4,13	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	88	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.001	SE	0.001	SE_chr1_-_17174356-17174395-17174190-17174251-17174607-17174674												
3108	AT1G45332	MEFG1	chr1	-	17174958.0	17175054.0	17174805.0	17174894.0	17175180.0	17175252.0	3108	49,91,62,19,36,54,31,57,18,63,24,27,56,9,48,9,63,98,0,86,52,41,30,27,84,76,13,56	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	47,80,124,75,88,84,164,88,118,111,18,44,35,16,68,18,93,35,34,32,89,96,221,51,13,52,169,57	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.923,1.0,1.0,1.0,1.0,1.0,1.0	0.003	SE	0.003	SE_chr1_-_17174958-17175054-17174805-17174894-17175180-17175252												
3109	AT4G38330		chr4	+	17951675.0	17951818.0	17951335.0	17951585.0	17952207.0	17952302.0	3109	0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	4,4,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0	2,1,0,0,0,5,3,1,0,0,0,0,0,0,1,0,4,0,1,1,0,1,0,1,0,1,0,0	2,0,4,0,0,1,0,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,1,0	98	49	1.0	1.0	0.0,0.2,0.0,NA,NA,NA,0.0,0.0,NA,1.0,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,0.5,NA,NA	0.333,1.0,0.0,NA,NA,0.714,1.0,0.111,0.0,0.0,NA,NA,NA,NA,1.0,NA,1.0,NA,0.333,1.0,NA,1.0,0.0,0.333,NA,1.0,0.0,NA	-0.316	SE	-0.316	SE_chr4_+_17951675-17951818-17951335-17951585-17952207-17952302												
3110	AT4G38330		chr4	+	17951751.0	17951818.0	17951323.0	17951585.0	17952207.0	17952302.0	3110	1,3,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0	4,4,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0	3,2,3,3,2,3,2,0,2,2,0,0,1,1,1,0,0,0,1,1,0,0,4,2,0,0,0,0	2,0,4,0,0,1,0,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,1,0	98	49	1.0	1.0	0.111,0.273,0.0,NA,NA,NA,0.0,0.0,NA,1.0,NA,NA,0.5,NA,1.0,NA,NA,1.0,NA,NA,1.0,0.0,NA,0.0,NA,0.0,NA,NA	0.429,1.0,0.273,1.0,1.0,0.6,1.0,0.0,0.25,0.2,NA,NA,1.0,1.0,1.0,NA,NA,NA,0.333,1.0,NA,NA,0.167,0.5,NA,NA,0.0,NA	-0.222	SE	-0.222	SE_chr4_+_17951751-17951818-17951323-17951585-17952207-17952302												
3111	AT4G38330		chr4	+	17952207.0	17952302.0	17951323.0	17951585.0	17952405.0	17952520.0	3111	4,6,2,0,4,0,3,2,0,2,0,0,1,0,0,0,0,2,0,0,0,4,1,2,0,2,0,0	0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,5,8,0,0,3,12,5,4,6,0,0,1,0,0,0,0,0,1,1,0,0,13,1,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,0.0,1.0,NA,1.0,0.5,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,1.0,NA,NA	1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,1.0,1.0,NA,NA,1.0,NA	-0.107	SE	-0.107	SE_chr4_+_17952207-17952302-17951323-17951585-17952405-17952520												
